"subindice","indicador","region","fecha","cantidad","decimal","dinero","porcentaje","caracter","unidad","fuente","categorias"
"Sociedad","Escuelas de Calidad","Lerdo","2012-12-31","\N","\N","\N","16.6700","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Lerdo","2016-12-31","\N","\N","\N","20.0000","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Matamoros","2008-12-31","\N","\N","\N","3.3000","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Matamoros","2009-12-31","\N","\N","\N","3.3000","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Matamoros","2010-12-31","\N","\N","\N","3.1900","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Matamoros","2011-12-31","\N","\N","\N","1.0600","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Matamoros","2012-12-31","\N","\N","\N","3.2300","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Matamoros","2016-12-31","\N","\N","\N","5.5600","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Torreón","2008-12-31","\N","\N","\N","11.6100","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Torreón","2009-12-31","\N","\N","\N","11.6100","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Torreón","2010-12-31","\N","\N","\N","13.0600","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Torreón","2011-12-31","\N","\N","\N","18.0200","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Torreón","2012-12-31","\N","\N","\N","26.6300","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Escuelas de Calidad","Torreón","2016-12-31","\N","\N","\N","29.7100","\N","Porcentaje","IMCO","Índice de Competitividad Urbana, Educación"
"Sociedad","Espacios Culturales","Gómez Palacio","2014-03-31","10","\N","\N","\N","\N","Por cada 100 mil","CONACULTA-IMPLAN","Educación, Cultura"
"Sociedad","Espacios Culturales","La Laguna","2014-03-31","13","\N","\N","\N","\N","Por cada 100 mil","CONACULTA-IMPLAN","Educación, Cultura"
"Sociedad","Espacios Culturales","Lerdo","2014-03-31","13","\N","\N","\N","\N","Por cada 100 mil","CONACULTA-IMPLAN","Educación, Cultura"
"Sociedad","Espacios Culturales","Matamoros","2014-03-31","8","\N","\N","\N","\N","Por cada 100 mil","CONACULTA-IMPLAN","Educación, Cultura"
"Sociedad","Espacios Culturales","Torreón","2014-03-31","16","\N","\N","\N","\N","Por cada 100 mil","CONACULTA-IMPLAN","Educación, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Gómez Palacio","2008-12-31","\N","0.0400","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Gómez Palacio","2009-12-31","\N","0.0400","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Gómez Palacio","2010-12-31","\N","0.0400","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Gómez Palacio","2011-12-31","\N","0.0400","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Gómez Palacio","2012-12-31","\N","0.1500","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Gómez Palacio","2016-12-31","\N","57.0000","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","La Laguna","2008-12-31","\N","0.2600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","La Laguna","2009-12-31","\N","0.2600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","La Laguna","2010-12-31","\N","0.2600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","La Laguna","2011-12-31","\N","0.2600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","La Laguna","2012-12-31","\N","0.2600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","La Laguna","2016-12-31","\N","0.0600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Lerdo","2008-12-31","\N","0.0300","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Lerdo","2009-12-31","\N","0.0300","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Lerdo","2010-12-31","\N","0.0300","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Lerdo","2011-12-31","\N","0.0300","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Lerdo","2012-12-31","\N","0.2200","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Lerdo","2016-12-31","\N","24.0000","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Matamoros","2008-12-31","\N","0.0100","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Matamoros","2009-12-31","\N","0.0100","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Matamoros","2010-12-31","\N","0.0100","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Matamoros","2011-12-31","\N","0.0100","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Matamoros","2012-12-31","\N","0.1100","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Matamoros","2016-12-31","\N","0.0000","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Torreón","2008-12-31","\N","0.1900","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Torreón","2009-12-31","\N","0.1900","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Torreón","2010-12-31","\N","0.1900","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Torreón","2011-12-31","\N","0.1900","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Torreón","2012-12-31","\N","0.3600","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Espacios Culturales (según IMCO)","Torreón","2016-12-31","\N","0.0000","\N","\N","\N","Por cada mil habitantes","IMCO","Índice de Competitividad Urbana, Cultura"
"Sociedad","Esperanza de vida al nacer","La Laguna","2010-12-31","\N","74.3100","\N","\N","\N","Años","IMCO","Salud , Población"
"Sociedad","Esperanza de Vida de las Mujeres","Coahuila","2016-12-31","\N","78.1000","\N","\N","\N","Años","INEGI","Población, Salud"
"Sociedad","Esperanza de Vida de las Mujeres","Durango","2016-12-31","\N","78.6000","\N","\N","\N","Años","INEGI","Población, Salud"
"Sociedad","Esperanza de Vida de las Mujeres","Nacional","2016-12-31","\N","77.8000","\N","\N","\N","Años","INEGI","Población, Salud"
"Sociedad","Esperanza de Vida de los Hombres","Coahuila","2016-12-31","\N","73.9000","\N","\N","\N","Años","INEGI","Población, Salud"
"Sociedad","Esperanza de Vida de los Hombres","Durango","2016-12-31","\N","73.5000","\N","\N","\N","Años","INEGI","Población, Salud"
"Sociedad","Esperanza de Vida de los Hombres","Nacional","2016-12-31","\N","72.6000","\N","\N","\N","Años","INEGI","Población, Salud"
"Sociedad","Estimación de Menores Huérfanos por Agresiones","Torreón","2008-12-31","544","\N","\N","\N","\N","Cantidad","IMPLAN","Grupos Vulnerables, Delincuencia"
"Sociedad","Estimación de Menores Huérfanos por Agresiones","Torreón","2009-12-31","597","\N","\N","\N","\N","Cantidad","IMPLAN","Grupos Vulnerables, Delincuencia"
"Sociedad","Estimación de Menores Huérfanos por Agresiones","Torreón","2010-12-31","753","\N","\N","\N","\N","Cantidad","IMPLAN","Grupos Vulnerables, Delincuencia"
"Sociedad","Estimación de Menores Huérfanos por Agresiones","Torreón","2011-12-31","858","\N","\N","\N","\N","Cantidad","IMPLAN","Grupos Vulnerables, Delincuencia"
"Sociedad","Estimación de Menores Huérfanos por Agresiones","Torreón","2012-12-31","1253","\N","\N","\N","\N","Cantidad","IMPLAN","Grupos Vulnerables, Delincuencia"
"Sociedad","Fecundidad","Gómez Palacio","2015-12-31","\N","2.3400","\N","\N","\N","Cantidad","INEGI","Género, Población"
"Sociedad","Fecundidad","Lerdo","2015-12-31","\N","2.2300","\N","\N","\N","Cantidad","INEGI","Género, Población"
"Sociedad","Fecundidad","Matamoros","2015-12-31","\N","2.6000","\N","\N","\N","Cantidad","INEGI","Género, Población"
"Sociedad","Fecundidad","Torreón","2008-12-31","\N","2.2000","\N","\N","\N","Cantidad","INEGI. Censos de Población y Vivienda","Género, Población"
"Sociedad","Fecundidad","Torreón","2009-12-31","\N","2.1700","\N","\N","\N","Cantidad","INEGI. Censos de Población y Vivienda","Género, Población"
"Sociedad","Fecundidad","Torreón","2010-12-31","\N","2.1400","\N","\N","\N","Cantidad","INEGI. Censos de Población y Vivienda","Género, Población"
"Sociedad","Fecundidad","Torreón","2011-12-31","\N","2.1400","\N","\N","\N","Cantidad","INEGI. Censos de Población y Vivienda","Género, Población"
"Sociedad","Fecundidad","Torreón","2012-12-31","\N","2.1300","\N","\N","\N","Cantidad","INEGI. Censos de Población y Vivienda","Género, Población"
"Sociedad","Fecundidad","Torreón","2015-12-31","\N","2.5000","\N","\N","\N","Cantidad","INEGI","Género, Población"
"Sociedad","Feminicidios","Torreón","2018-12-31","3","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Género"
"Sociedad","Grado Promedio de Escolaridad","Coahuila","2015-12-31","\N","9.9000","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Durango","2015-12-31","\N","9.1500","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Gómez Palacio","2010-12-31","\N","9.1700","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Gómez Palacio","2015-12-31","\N","9.4800","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Gómez Palacio","2016-12-31","\N","9.7400","\N","\N","\N","Grados aprobados","IMCO","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","La Laguna","2010-12-31","\N","9.6000","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","La Laguna","2015-12-31","\N","9.9700","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","La Laguna","2016-12-31","\N","9.7400","\N","\N","\N","Grados aprobados","IMCO","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Lerdo","2010-12-31","\N","8.9300","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Lerdo","2015-12-31","\N","9.3000","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Lerdo","2016-12-31","\N","9.7400","\N","\N","\N","Grados aprobados","IMCO","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Matamoros","2010-12-31","\N","8.1300","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Matamoros","2015-12-31","\N","8.6900","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Matamoros","2016-12-31","\N","9.7400","\N","\N","\N","Grados aprobados","IMCO","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Nacional","2015-12-31","\N","9.1600","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Torreón","2010-12-31","\N","10.2300","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Torreón","2015-12-31","\N","10.5800","\N","\N","\N","Grados aprobados","INEGI","Educación, Sector Automotriz"
"Sociedad","Grado Promedio de Escolaridad","Torreón","2016-12-31","\N","9.7400","\N","\N","\N","Grados aprobados","IMCO","Educación, Sector Automotriz"
"Sociedad","Grado promedio de Escolaridad Femenina","Torreón","2015-12-31","\N","10.3300","\N","\N","\N","Promedio","INEGI","Género, Educación"
"Sociedad","Hijos nacidos vivos en mujeres de 12 años y más.","Torreón","2010-12-31","\N","2.1000","\N","\N","\N","Promedio","INEGI. Censos de Población y Vivienda","Género, Población"
"Sociedad","Hogares con Jefatura Femenina","Gómez Palacio","2010-12-31","\N","\N","\N","23.1900","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Gómez Palacio","2015-12-31","\N","\N","\N","27.9800","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","La Laguna","2010-12-31","\N","\N","\N","23.6700","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","La Laguna","2015-12-31","\N","\N","\N","27.7400","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Lerdo","2010-12-31","\N","\N","\N","22.7000","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Lerdo","2015-12-31","\N","\N","\N","28.5700","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Matamoros","2010-12-31","\N","\N","\N","18.4800","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Matamoros","2015-12-31","\N","\N","\N","24.4500","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Torreón","2010-12-31","\N","\N","\N","24.9100","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Hogares con Jefatura Femenina","Torreón","2015-12-31","\N","\N","\N","27.9200","\N","Porcentaje","INEGI","Género, Sector Automotriz"
"Sociedad","Homicidio a mujeres (Informe AVGM)","Durango","2019-04-11","0","\N","\N","\N","\N","Cantidad","IMPLAN","Seguridad, Género"
"Sociedad","Horas trabajadas por semana de la población femenina","La Laguna","2018-12-31","\N","38.1800","\N","\N","\N","Promedio","INEGI","Género, Empleo"
"Sociedad","Índice de Desarrollo Humano (IDH)","Coahuila","2010-12-31","\N","0.7760","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Durango","2010-12-31","\N","0.7320","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Gómez Palacio","2000-12-31","\N","0.8336","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Gómez Palacio","2005-12-31","\N","0.8669","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Gómez Palacio","2010-12-31","\N","0.8681","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","La Laguna","2000-12-31","\N","0.8245","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","La Laguna","2005-12-31","\N","0.8576","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","La Laguna","2010-12-31","\N","0.8680","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Lerdo","2000-12-31","\N","0.8193","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Lerdo","2005-12-31","\N","0.8600","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Lerdo","2010-12-31","\N","0.8661","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Matamoros","2000-12-31","\N","0.7856","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Matamoros","2005-12-31","\N","0.8121","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Matamoros","2010-12-31","\N","0.8404","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Nacional","2010-12-31","\N","0.7500","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Torreón","2000-12-31","\N","0.8595","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Torreón","2005-12-31","\N","0.8915","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Desarrollo Humano (IDH)","Torreón","2010-12-31","\N","0.8976","\N","\N","\N","De 0 a 1","INAFED-PNUD","Bienestar, Sector Automotriz"
"Sociedad","Índice de Hacinamiento","Gómez Palacio","2010-06-25","\N","0.9700","\N","\N","\N","Personas","INEGI. Censos de Población y Vivienda","Bienestar, Vivienda"
"Sociedad","Índice de Hacinamiento","La Laguna","2010-06-25","\N","1.0600","\N","\N","\N","Personas","INEGI. Censos de Población y Vivienda","Bienestar, Vivienda"
"Sociedad","Índice de Hacinamiento","Lerdo","2010-06-25","\N","1.0500","\N","\N","\N","Personas","INEGI. Censos de Población y Vivienda","Bienestar, Vivienda"
"Sociedad","Índice de Hacinamiento","Matamoros","2010-06-25","\N","1.0900","\N","\N","\N","Personas","INEGI. Censos de Población y Vivienda","Bienestar, Vivienda"
"Sociedad","Índice de Hacinamiento","Torreón","2010-06-25","\N","0.8800","\N","\N","\N","Personas","INEGI. Censos de Población y Vivienda","Bienestar, Vivienda"
"Sociedad","Índice de Hacinamiento","Torreón","2015-12-31","\N","0.8000","\N","\N","\N","Personas","INEGI","Bienestar, Vivienda"
"Sociedad","Índice de Marginación","Gómez Palacio","1990-12-31","\N","-1.5290","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Gómez Palacio","1995-12-31","\N","-1.3850","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Gómez Palacio","2000-12-31","\N","-1.6380","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Gómez Palacio","2005-12-31","\N","-1.5570","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Gómez Palacio","2015-12-31","\N","-1.4880","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Lerdo","1990-12-31","\N","-1.1560","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Lerdo","1995-12-31","\N","-1.0750","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Lerdo","2000-12-31","\N","-1.3080","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Lerdo","2005-12-31","\N","-1.2790","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Lerdo","2015-12-31","\N","-1.2150","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Matamoros","1990-12-31","\N","-0.8840","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Matamoros","1995-12-31","\N","-0.6790","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Matamoros","2000-12-31","\N","-1.1470","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Matamoros","2005-12-31","\N","-1.0760","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Matamoros","2015-12-31","\N","-1.0980","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Torreón","1990-12-31","\N","-1.9980","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Torreón","1995-12-31","\N","-1.7440","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Torreón","2000-12-31","\N","-1.9830","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Torreón","2005-12-31","\N","-1.8930","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Índice de Marginación","Torreón","2015-12-31","\N","-1.7220","\N","\N","\N","Puntos","CONAPO","Bienestar, Grupos Vulnerables, Sector Automotriz"
"Sociedad","Ingreso Promedio de la Mujer","Gómez Palacio","2008-12-31","\N","0.6000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Gómez Palacio","2009-12-31","\N","0.8000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Gómez Palacio","2010-12-31","\N","0.7000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Gómez Palacio","2011-12-31","\N","0.9000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Gómez Palacio","2012-12-31","\N","0.6000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","La Laguna","2008-12-31","\N","0.7000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","La Laguna","2009-12-31","\N","0.7000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","La Laguna","2010-12-31","\N","0.8000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","La Laguna","2011-12-31","\N","0.8000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","La Laguna","2012-12-31","\N","0.8000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Lerdo","2008-12-31","\N","0.4000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Lerdo","2009-12-31","\N","0.3000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Lerdo","2010-12-31","\N","0.7000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Lerdo","2011-12-31","\N","0.8000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Lerdo","2012-12-31","\N","0.6000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Matamoros","2008-12-31","\N","1.0000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Matamoros","2009-12-31","\N","0.9000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Matamoros","2010-12-31","\N","0.9000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Matamoros","2011-12-31","\N","0.9000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
"Sociedad","Ingreso Promedio de la Mujer","Matamoros","2012-12-31","\N","1.0000","\N","\N","\N","De 0 a 1","IMCO","Índice de Competitividad Urbana, Género, Empleo"
