SUBINDICE,INDICADOR,DESCRIPCION,NOTAS,CATEGORIAS
Sustentabilidad,Consumo de Agua (La Laguna),"Cantidad de Agua Consumida en La Laguna, dividida entre la población total.","Fuente: IMCO, basado en CONAGUA. [Consulta] (""http://imco.org.mx/indices/#!/#indicesreeleccion-municipal-y-rendicion-de-cuentas%2F"")","Medio Ambiente, Recursos Naturales"
Sustentabilidad,Consumo de Agua Potable,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Mide la cantidad promedio de agua potable que consume cada persona al año.","Fuente: IMCO, basado en CONAGUA","Medio Ambiente, Recursos Naturales"
Sustentabilidad,Consumo de Diesel en Transporte de Bienes,"Incluido en el subíndice ""Precursores"". Qué mide: El consumo de diesel en metros cúbicos por cada 10 mil habitantes por kilómetro de carretera. Este indicador intenta medir la eficiencia en la distribución de bienes dentro de la ciudad por medio del consumo de diesel. Mientras más poblada y más densa sea la ciudad, el costo unitario de distribución de bienes debe de ser menor debido a las economías de densidad. Un menor consumo de diesel, por kilómetro recorrido y habitante abastecido, es más eficiente que un consumo mayor ya que nos indica que para dicha ciudad, se necesita menos combustible para mover los bienes de un lugar a otro. Esto último provoca beneficios tanto económicos (el costo por unidad transportada es menor) como ambientales.","Unidades: Metros cúbicos de diesel por cada 10 mil habitantes por kilómetro de carretera. Fuente: PEMEX, INEGI, 2008-2012.","Índice de Competitividad Urbana, Recursos Naturales"
Sustentabilidad,Consumo Total de Agua para Uso Doméstico Per Cápita,"Consumo total de agua para uso doméstico de la ciudad en litros por día, dividido entre la población total de la ciudad.","Fuente: DGMA, basado en SIMAS",Medio Ambiente
Sustentabilidad,Consumo Total de Agua Per Cápita,"Cantidad total de consumo de agua de la ciudad en litros por día, dividida entre la población total de la ciudad","Fuente: DGMA, basada en SIMAS",Medio Ambiente
Sustentabilidad,Cumplimiento con depósitos de basura,"¿El Gobierno Local cuenta con depósitos/contenedores de basura
en espacios públicos y principales calles y avenidas de la
localidad?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento con financiamiento de gestión de residuos,"¿El Gobierno Local conoce y cuenta con fuentes y mecanismos de
financiamiento para la Gestión Integral de Residuos Sólidos?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento con mecanismos de sanción en materia de residuos,"¿El Gobierno Local cuenta con mecanismo(s) para sancionar a
particulares la violación a la normatividad referente a residuos
sólidos y están implementados?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento con programas de cuidado de flora y fauna,"¿El Gobierno Local cuenta con programa(s) y procedimiento(s)
para el
cuidado de la flora y para la atención a la fauna?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento con programas de limpieza,"¿El Gobierno Local cuenta y ejecuta una programación para el
acopio, separación y reciclaje de residuos sólidos urbanos?, ¿Hay
interrelaciones con empresas de acopio y/o reciclaje?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento con promoción a la reforestación,"¿El Gobierno Local promueve y fomenta la participación de la
sociedad con el objetivo de realizar acciones de reforestación?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento de capacitación en protección de recursos naturales,"¿El Gobierno Local cuenta con capacitación técnica en materia de
protección de recursos naturales?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento de la Normatividad de Emisiones a la Atmósfera,"¿El gobierno local conoce y cumple con la normatividad federal y estatal actualizada en materia de emisiones a la atmósfera? SI=1, NO=0",Fuente: DGMA,"Medio Ambiente, Gobierno"
Sustentabilidad,Cumplimiento de legislación en residuos,"¿El Gobierno Local, conoce y cumple la legislación Federal y
Estatal actualizada en materia de residuos?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento de Normatividad en Recursos Naturales,"¿El Gobierno Local conoce y cumple la Normatividad federal y
estatal en materia de recursos naturales?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento de Reglamentos de Recursos Naturales,"¿El Gobierno Local cuenta, conoce y cumple con uno o varios
reglamento(s) municipal(es) actualizado(s) en materia de recursos
naturales, alineado a la legislación federal y estatal?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Cumplimiento de reglamentos de residuos,"¿El Gobierno Local cuenta, conoce y cumple con uno o varios
reglamento(s) actualizado(s) en materia de residuos sólidos,
alineado a la legislación Federal y Estatal?",Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Densidad Media Urbana,"Muestra la cantidad de personas que viven en una Área Geoestadística Básica urbana, medida en HECTÁREAS.","Da idea de lo compacta o dispersa que es una ciudad y por
tanto del carácter urbano de las unidades territoriales que conforman el SUN. Para su estimación se toman los datos por Área Geoestadística Básica (AGEB) Urbana.","Población, Infraestructura"
Sustentabilidad,Desastres Naturales,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Número de declaratorias de desastre en los últimos 3 años.","Fuente: IMCO, basado en INECC [Consulta] (""http://imco.org.mx/indices/#!/#indicesreeleccion-municipal-y-rendicion-de-cuentas%2F"")","Índice de Competitividad Urbana, Bienestar, Medio Ambiente"
Sustentabilidad,Destinos Vía Aérea,Destinos directos ofertados desde el Aeropuerto Internacional Francisco Sarabia de la ciudad de Torreón.,Se considera a nivel metropolitano. Consulta la [Base de Datos](http://www.oma.aero/es/aeropuertos/trfico-de-pasajeros/),"Movilidad, Sector Automotriz"
Sustentabilidad,Destinos Vía Terrestre,Número total de Estados de la República Mexicana y E.U. a los cuales se puede acceder desde las Centrales de Autobuses de Torreón y Gómez Palacio,,"Movilidad, Sector Automotriz"
Sustentabilidad,Difusión de Datos sobre la Calidad del Aire,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Responde a la pregunta: ¿Difunde datos sobre la calidad del aire (sitio web)? SI=1, NO=0","Fuente: IMCO, basado en Centro Mario Molina","Medio Ambiente, Gobierno"
Sustentabilidad,Difusión de Resultados del Monitoreo de la Calidad del Aire,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Responde a la pregunta: ¿Difunde los resultados de monitoreo de la calidad del aire en tiempo casi real? SI=1, NO=0","Fuente: IMCO, basado en Centro Mario Molina","Medio Ambiente, Gobierno"
Sustentabilidad,Disponibilidad de Acuíferos,"Índice que mide la disponibilidad de acuíferos en una escala del 1 al 4, donde 1 es lo más escaso y 4 lo más abundante","Fuente: IMCO, basado en CONAGUA","Medio Ambiente, Recursos Naturales"
Sustentabilidad,Disponibilidad de Banqueta,Porcentaje de manzanas que cuentan con banquetas en todas o en alguna de sus vialidades.,"Datos 2010: Consulta la [Base de Datos](http://www.inegi.org.mx/est/contenidos/proyectos/ccpv/cpv2010/tabulados_urbano.aspx)
Datos 2014: Consulta la [Base de Datos](http://www.inegi.org.mx/est/contenidos/proyectos/encuestas/hogares/especiales/ei2015/default.aspx)","Infraestructura, Movilidad, Vialidad"
Sustentabilidad,Disponibilidad de Datos de Monitoreo verificados por el INECC,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Responde a la pregunta: ¿Dispone de datos de monitoreo verificados por el INECC? SI=1, NO=0","Fuente: IMCO, basado en Centro Mario Molina",Medio Ambiente
Sustentabilidad,Disposición Adecuada de Residuos Sólidos,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"" Mide la proporción de residuos que se disponen en sitios controlados.","Fuente: Secretaría de Desarrollo Agrario, Territorial y Urbano (SEDATU), 2012.","Índice de Competitividad Urbana, Medio Ambiente, Recursos Naturales"
Sustentabilidad,Emergencias Ambientales,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"" Mide el número de emergencias ambientales reportadas (situaciones que pueden generar daños a la salud o a la propiedad que fueron ocasionadas por factores ambientales, humanos o una combinación de ambos).","Fuente: PROFEPA, 2008-2012.","Índice de Competitividad Urbana, Recursos Naturales"
Sustentabilidad,Emisiones de Gases de Efecto Invernadero Pér Cápita,"Cantidad total de gases de efecto invernadero generadas durante más de un año natural por todas las actividades dentro de la ciudad, medidas en toneladas, y divididas entre la población total de la ciudad.",Fuente: DGMA,Medio Ambiente
Sustentabilidad,Empresas Certificadas como Limpias,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Mide el número de empresas que cuentan con la certificación de “Empresa Limpia”emitido por la Procuraduría Federal de Protección al Ambiente (PROFEPA), que evidencia el cumplimiento de la normatividad y buenas prácticas ambientales.","Unidades: Empresas certificadas como limpias por cada mil. Fuente: Procuraduría Federal de Protección al Ambiente (PROFEPA), 2009-2012.","Empresas, Índice de Competitividad Urbana, Medio Ambiente"
Sustentabilidad,Estrategia de Difusión de Resultados del Monitoreo de la Calidad del Aire,"¿El gobierno local tiene y ejecuta una estrategia de difusión de los resultados obtenidos del monitoreo de la calidad del aire hacia la ciudadanía? SI=1, NO=0",Fuente: DGMA,"Medio Ambiente, Gobierno"
Sustentabilidad,Existencia de Programa de Gestión de Calidad del Aire,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Responde a la pregunta: ¿Existe una Unidad Administrativa de gestión de calidad del aire estatal? 
Gerencial= 4, Supervisión= 3 Coord.= 2 Ejecutivo= 1 Sin UA = 0","Fuente: IMCO, basado en Centro Mario Molina",Medio Ambiente
Sustentabilidad,Existencia de Programa de Gestión de Calidad del Aire,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Responde a la pregunta: ¿Cuenta con un Programa de gestión de calidad del aire vigente?
NO=0, PED/PEMA=1, PROAIRE=2","Fuente: IMCO, basado en Centro Mario Molina",Medio Ambiente
Sustentabilidad,Flujo de Pasajeros Aéreos,"Incluido en el subíndice ""Precursores"". Qué mide: El número de pasajeros en vuelos que salen o llegan a las ciudades con aeropuerto cada año ajustado por cada mil habitantes.","Fuente: SCT, 2008-2012.","Índice de Competitividad Urbana, Movilidad"
Sustentabilidad,Generación de Basura,"Se considera la basura generada que ha sido recolectada y que termina en los depósitos adecuados para el manejo de ésta, ya que existen otras formas que implican la incineración y los depósitos no controlados y/o no autorizados.",Consulta la [Base de Datos](http://www3.inegi.org.mx/sistemas/sisept/default.aspx?t=mamb1065&s=est&c=33986),"Medio Ambiente, Recursos Naturales"
Sustentabilidad,Hectáreas de zonas verdes,Hectáreas de zonas verdes por cada 100 mil habitantes.,Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Índice de Gestión de Calidad del Aire,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"" Mide los esfuerzos que dedica la administración de la ciudad a la gestión de la calidad del aire.","Unidades: Variable discreta que asigna valores de 0 a 3, según la medición de la calidad del aire (se da el valor de: 1 si mide calidad, 2 si la reporta, 3 si cuenta con PROAIRE, 0 en otro caso). No se penaliza a las ciudades que no tienen la obligación de medir su calidad del aire
de acuerdo con la NOM-156-SEMARNAT-2012, por lo que a ésas se les asigna el valor 3. Fuente: IMCO, con información al 2013.","Índice de Competitividad Urbana, Medio Ambiente, Recursos Naturales"
Sustentabilidad,Inspección y Sanción Sistemática de Fuentes de Contaminación,"¿El gobierno local realiza de forma sistemática la inspección y aplicación de sanciones de fuentes de contaminación móviles y fijas? SI=1, NO=0",Fuente: DGMA,"Medio Ambiente, Gobierno"
Sustentabilidad,Intensidad Energética en la Economía,"Se incluye en el subíndice ""Manejo Sustentable del Medio Ambiente"". Venta de electricidad doméstica, industrial y de servicios (kWh anuales)","Fuente: IMCO, basado en INEGI [Consulta] (""http://imco.org.mx/indices/#!/#indicesreeleccion-municipal-y-rendicion-de-cuentas%2F"")","Índice de Competitividad Urbana, Recursos Naturales, Medio Ambiente"
Sustentabilidad,Kilómetros de carril bici por cada 100 000 habitantes,Kilómetros de carril bici por cada cienmilésima parte de la población total.,Datos tomados de la Dirección General de Vialidad y Movilidad Urbana (DGVyMU),Transporte
Sustentabilidad,Líneas de Autobús,"Incluido en el subíndice ""Precursores"". Qué mide: El número de líneas de autobuses foráneos que conectan a la ciudad.","Unidades: Líneas de autobús. Fuente: IMCO con información de la SCT y centrales camioneras, 2013.","Índice de Competitividad Urbana, Movilidad"
Sustentabilidad,Motorización,Vehículos automotores registrados en circulación por cada mil habitantes.,Índice de motorización. Consulta la [Base de Datos](http://www.inegi.org.mx/sistemas/olap/Proyectos/bd/continuas/transporte/vehiculos.asp?s=est&c=13158&proy=vmrc_vehiculos),"Medio Ambiente, Movilidad, Recursos Naturales, Sector Automotriz, Vialidad"
Sustentabilidad,Número Anual de Viajes en Transporte Público Per Cápita,"Numero total de viajes en transporte público que se originan en la ciudad durante un año, dividido entre la población total de la ciudad.",Fuente: DGVyMU,"Medio Ambiente, Movilidad"
Sustentabilidad,Número de Automóviles Particulares Per Cápita,"Número total de automóviles particulares matriculados en la ciudad, dividido entre la población total de la ciudad.",Fuente: DGVyMU,"Medio Ambiente, Movilidad"
Sustentabilidad,Número de vehículos motorizados de dos ruedas per cápita,Número total de vehículos motorizados de dos ruedas de la ciudad dividido entre la población total de la ciudad,Datos tomados de la Dirección General de Vialidad y Movilidad Urbana (DGVyMU),Medio ambiente
Sustentabilidad,Pasajeros Aéreos Internacionales Anuales,Total de pasajeros que llegan o salen del Aeropuerto Internacional.,"El flujo de pasajeros a nivel internacional es de:

- 2013 = 1,833,223
- 2012 = 1,825,145
- 2011 = 1,784,252
- 2010 = 1,927,529
- 2009 = 1,806,105
- 2008 = 2,327,839
- 2007 = 2,471,947
- 2006 = 2,525,279
- 2005 = 2,479,772

Se considera a nivel metropolitano. Consulta la [Base de Datos](http://www.oma.aero/es/aeropuertos/trfico-de-pasajeros/)","Movilidad, Sector Automotriz"
Sustentabilidad,Pasajeros Aéreos Internacionales Mensuales,"Flujo de pasajeros que llegan del, o, se dirigen fuera de territorio nacional.","Toda referencia sobre volumen de pasajeros se refiere a pasajeros terminales, los cuales incluyen los pasajeros de los tres tipos de aviación (comercial, charter y aviación general), y excluye los pasajeros en tránsito.Se considera a nivel metropolitano. Consulta la [Base de Datos](http://www.oma.aero/es/aeropuertos/trfico-de-pasajeros/)",Movilidad
Sustentabilidad,Pasajeros Aéreos Totales Anual,Flujo de pasajeros del Aeropuerto Internacional.,Se considera a nivel metropolitano. Consulta la [Base de Datos](http://www.oma.aero/es/aeropuertos/trfico-de-pasajeros/),"Movilidad, Sector Automotriz"
Sustentabilidad,Pasajeros Aéreos Totales Mensuales,Flujo de pasajeros aéreos en el Aeropuerto.,"Toda referencia sobre volumen de pasajeros se refiere a pasajeros terminales, los cuales incluyen los pasajeros de los tres tipos de aviación (comercial, charter y aviación general), y excluye los pasajeros en tránsito.Se considera a nivel metropolitano. Consulta la [Base de Datos](http://www.oma.aero/es/aeropuertos/trfico-de-pasajeros/)",Movilidad
Sustentabilidad,Peatones,Se considera como Peatones a la población de 12 a 65 años de edad que realizan traslados con motivo de estudios o trabajo a pie.,"La suma de los porcentajes por municipio no suman 100% de la distribución modal debido a que el resto de los modos se agrupan en ""Otros"" de origen.","Medio Ambiente, Movilidad, Sector Automotriz"
Sustentabilidad,Población con servicio de recogida de residuos,Porcentaje de la población con servicio regular de recogida de residuos sólidos,Datos tomados de la Dirección General de Servicios Públicos.,Medio ambiente
Sustentabilidad,Población con servicio regular de recogida de residuos.,Se calcula como la proporción de la población de la ciudad con servicio regular de recogida de residuos entre la población total de la ciudad.,Datos tomados de la Dirección General de Servicios Públicos.,Medio ambiente
Sustentabilidad,Población que Trabaja en OTRO Municipio,Porcentaje de la población que trabaja en un municipio diferente al que reside dentro de la Zona Metropolitana de La Laguna.,Para los datos de 2010 consulta la [Base de Datos](http://www.conapo.gob.mx/en/CONAPO/Catalogo_Sistema_Urbano_Nacional_2012). Para la fuente 2015 consulta la [Base de Datos](http://www3.inegi.org.mx/sistemas/microdatos/formato.aspx?c=34537),"Movilidad, Sector Automotriz"
Sustentabilidad,Población que Trabaja en su PROPIO Municipio,Porcentaje de la población ocupada que trabaja en el mismo municipio en el que reside.,Para los datos de 2010 consulta la [Base de Datos](http://www.conapo.gob.mx/en/CONAPO/Catalogo_Sistema_Urbano_Nacional_2012). Para la fuente 2015 consulta la [Base de Datos](http://www3.inegi.org.mx/sistemas/microdatos/formato.aspx?c=34537),"Movilidad, Sector Automotriz"
Sustentabilidad,Porcentaje de Aguas Residuales de la Ciudad que No ha Recibido Tratamiento,"Cantidad total de aguas residuales de la ciudad que no se ha sometido a ningún tratamiento, dividida entre la cantidad total de aguas residuales producidas y recogidas, cuyo resultado es multiplicado por 100.","Fuente: DGMA, basada en SIMAS","Medio Ambiente, Servicios Públicos"
Sustentabilidad,Porcentaje de Aguas Residuales de la Ciudad que Recibe Tratamiento Primario,"Cantidad total de aguas residuales de la ciudad que se ha sometido a un tratamiento primario, dividida entre la cantidad total de aguas residuales producidas y recogidas, cuyo resultado es multiplicado por 100","Fuente: DGMA, basada en SIMAS","Medio Ambiente, Servicios Públicos"
Sustentabilidad,Porcentaje de Aguas Residuales de la Ciudad que Recibe Tratamiento Secundario,"Cantidad total de aguas residuales de la ciudad que se ha sometido a un tratamiento secundario, dividida entre la cantidad total de aguas residuales producidas y recogidas, cuyo resultado es multiplicado por 100","Fuente: DGMA, basada en SIMAS","Medio Ambiente, Servicios Públicos"
Sustentabilidad,Porcentaje de Aguas Residuales de la Ciudad que Recibe Tratamiento Terciario,"Cantidad total de aguas residuales de la ciudad que se ha sometido a un tratamiento terciario, dividida entre la cantidad total de aguas residuales producidas y recogidas, cuyo resultado es multiplicado por 100","Fuente: DGMA, basada en SIMAS","Medio Ambiente, Servicios Públicos"
Sustentabilidad,Porcentaje de Agua Tratada,Corresponde al total de m3 de agua tratada contra el total de m3 de agua residual.,"Fuente: DGMA, basado en SIMAS",Medio Ambiente
Sustentabilidad,Porcentaje de cambio en el número de especies autóctonas,Se calcula como el cambio neto total de la especie dividido por el número total de especies a partir de los cinco grupos taxonómicos del estudio más reciente.,Datos tomados de la Dirección General de Medio Ambiente (DGMA).,Medio ambiente
Sustentabilidad,Porcentaje de la Población de la Ciudad con Acceso Sostenible a una Fuente de Agua Potable Mejorada,"Población total urbana con acceso a una fuente de agua mejorada, dividida entre la población total de la ciudad, cuyo resultado se multiplica por 100.","Fuente: DGMA, basada en SIMAS","Medio Ambiente, Servicios Públicos"
Sustentabilidad,Porcentaje de la Población de la Ciudad con Servicio de Recogida de Aguas Residuales,"Número de personas de la ciudad que cuentan con servicio de recogida de aguas residuales, dividido entre la población de la ciudad, cuyo resultado es multiplicado por 100.","Fuente: DGMA, basado en SIMAS","Medio Ambiente, Servicios Públicos"
Sustentabilidad,Porcentaje de Pérdida de Agua,"Corresponde al volumen de agua abastecida menos el volumen de agua utilizada, dividido entre el volumen total de agua abastecida, cuyo resultado se multiplica por 100.","Fuente: DGMA, basada en SIMAS",Medio Ambiente
Sustentabilidad,Programa para el Cuidado de la Calidad del Aire,"¿El gobierno local cuenta y ejecuta un programa para el cuidado de la calidad del aire? SI=1, NO=0",Fuente: DGMA,"Medio Ambiente, Gobierno"
Sustentabilidad,Proporción de viviendas con recolección de basura,"Proporción de viviendas con recolección de residuos (recolección domiciliaria, o con disposición en contenedor o basurero público) respecto al total de viviendas particulares habitadas.",Datos obtenidos de los censos del INEGI.,Medio ambiente
Sustentabilidad,Recomendaciones para la Calidad del Aire,"Incluido en el subíndice ""Manejo Sustentable del Medio Ambiente"". Responde a la pregunta: ¿Brinda recomendaciones a la población asociadas a la calidad del aire? SI=1, NO=0","Fuente: IMCO, basado en Centro Mario Molina",Medio Ambiente
Sustentabilidad,Red Carretera Avanzada,"Incluido en el subíndice ""Precursores"". Qué mide: El número de kilómetros de la red carretera troncal federal más la red de alimentadoras estatales como porcentaje del kilometraje total de su red carretera.","Unidades: Porcentaje de la red carretera. Fuente: Instituto Nacional de Estadística y Geografía (INEGI), 2008-2012.","Índice de Competitividad Urbana, Infraestructura, Movilidad"
Sustentabilidad,Red Carretera de Alimentadoras Estatales,Red carretera de alimentadoras estatales.,No aplica a nivel metropolitano,"Infraestructura, Sector Automotriz"
Sustentabilidad,Red Carretera Total,,No aplica a nivel metropolitano.,"Infraestructura, Sector Automotriz"
Sustentabilidad,Red Carretera Troncal Federal,,No aplica a nivel metropolitano.,"Infraestructura, Sector Automotriz"
Sustentabilidad,Red de Transporte Público,Extensión de la red de transporte público en Kilómetros totales.,,Servicios Públicos
Sustentabilidad,Regalo o venta de residuos reutilizables.,Porcentaje de viviendas que separan sus residuos reciclables para regalarlos o venderlos.,Datos tomados del INEGI.,Medio ambiente
Sustentabilidad,Reglamentación Local para Emisiones a la Atmósfera,"¿El gobierno local cuenta, conoce y cumple con uno o varios reglamentos actualizados en materia de emisiones a la atmósfera, alineada a la legislación federal y estatal? SI=1, NO=0",Fuente: DGMA,"Medio Ambiente, Gobierno"
Sustentabilidad,Residuos peligrosos generados,Toneladas de residuos sólidos generadas por habitante.,Datos tomados de la Dirección General de Servicios Públicos.,Medio ambiente
Sustentabilidad,Residuos sólidos eliminados en vertederos,Porcentaje de residuos sólidos recolectados que se eliminan en vertederos controlados.,Datos tomados de la Dirección General de Servicios Públicos.,Medio ambiente
Sustentabilidad,Residuos sólidos reciclados,Porcentaje de residuos sólidos urbanos que se reciclan.,Datos tomados de la Dirección General de Servicios Públicos.,Medio ambiente
Sustentabilidad,Residuos sólidos recogidos per capita,Toneladas de residuos sólidos recogidas divididas entre la población total.,Datos tomados de la Dirección General de Servicios Públicos.,Medio ambiente
Sustentabilidad,Separación básica de residuos,Porcentaje de viviendas que separan sus residuos en orgánicos e inorgánicos.,Datos tomados del INEGI.,Medio ambiente
Sustentabilidad,Sistema de Transporte Masivo,"Incluido en el subíndice ""Precursores"". Qué mide: Si una ciudad cuenta con un sistema de transporte masivo en operación, en construcción, en estatus de proyecto o ninguna de las tres.","Unidades: Variable categórica que toma el valor de tres si se trata de una ciudad con un sistema de trasporte masivo en operación, dos si el sistema se encuentra en construcción o bien si se trata de una ciudad de menos de 250 mil habitantes, uno si se tiene aprobado el proyecto ejecutivo del sistema por parte de Banobras, o cero en otro caso. Fuente: Centro de Transporte Sustentable (CTS)/ Banco Nacional de Obras y Servicios Públicos (Banobras)/ El Poder del Consumidor A.C. (EPC), 2008-2012.","Índice de Competitividad Urbana, Medio Ambiente, Movilidad"
Sustentabilidad,Sistemas Ligeros de Transporte Público de Pasajeros,"Se calcula sumando los kilómetros de sistemas ligeros de transporte público de pasajeros de la ciudad, y se divide entre una cienmilésima (100,000) parte de la población total de la ciudad.",Fuente: DGVyMU,"Medio Ambiente, Movilidad, Servicios Públicos"
Sustentabilidad,Sobreexplotación del Acuífero,"Incluido en el subíndice ""Manejo Sustentable Del Medio Ambiente"". Mide la proporción del área de la ciudad que se ubica sobre acuíferos sobreexplotados.","Fuente: Comisión Nacional del Agua (CONAGUA), 2009.","Índice de Competitividad Urbana, Medio Ambiente, Recursos Naturales"
Sustentabilidad,Superficie,Superficie territorial medida en hectáreas.,,"Recursos Naturales, Sector Automotriz"
Sustentabilidad,Traslados a Pie,Distribución porcentual del total de viajes cotidianos realizados por modalidad.,Estudio realizado por Logit en 2011. Contempla los viajes de los municipios de Torreón y Matamoros.,"Medio Ambiente, Movilidad, Vialidad"
Sustentabilidad,Uso de Automóvil Particular,Distribución porcentual del total de viajes cotidianos realizados por modalidad.,Estudio realizado por Logit en 2011. Contempla los viajes de los municipios de Torreón y Matamoros.,"Medio Ambiente, Movilidad, Sector Automotriz, Vialidad"
Sustentabilidad,Uso de Bicicleta,Distribución porcentual del total de viajes cotidianos realizados por modalidad.,Estudio realizado por Logit en 2011. Contempla los viajes de los municipios de Torreón y Matamoros.,"Medio Ambiente, Movilidad, Vialidad"
Sustentabilidad,Uso de Transporte Público,Distribución porcentual del total de viajes cotidianos realizados por modalidad. No se consideran los viajes en taxi.,Estudio realizado por Logit en 2011. Contempla los viajes de los municipios de Torreón y Matamoros.,"Medio Ambiente, Movilidad, Vialidad"
Sustentabilidad,Usuarios de Automóviles,Se considera como usuarios a la población de 12 a 65 años de edad que realizan traslados con motivo de estudios o trabajo. No necesariamente poseen el vehículo.,"La suma de los porcentajes por municipio no suman 100% de la distribución modal debido a que el resto de los modos se agrupan en ""Otros"" de origen.","Medio Ambiente, Movilidad, Sector Automotriz"
Sustentabilidad,Usuarios de Bicicleta,Se considera como usuarios a la población de 12 a 65 años de edad que realizan traslados con motivo de estudios o trabajo.,"La suma de los porcentajes por municipio no suman 100% de la distribución modal debido a que el resto de los modos se agrupan en ""Otros"" de origen.","Medio Ambiente, Movilidad"
Sustentabilidad,Usuarios de Modos No Motorizados,Se considera como usuarios a la población de 12 a 65 años de edad que realizan traslados con motivo de estudios o trabajo.,Es la suma de los Peatones y Usuarios de Bicicleta.,"Medio Ambiente, Movilidad"
Sustentabilidad,Usuarios de Transporte Colectivo Privado,Se considera como usuarios a la población de 12 a 65 años de edad que realizan traslados con motivo de estudios o trabajo. El Transporte Colectivo Privado puede ser proporcionado por una empresa o alguna institución académica.,"La suma de los porcentajes por municipio no suman 100% de la distribución modal debido a que el resto de los modos se agrupan en ""Otros"" de origen.","Medio Ambiente, Movilidad"
Sustentabilidad,Usuarios de Transporte Público,Se considera como usuarios a la población de 12 a 65 años de edad que realizan traslados con motivo de estudios o trabajo.,"La suma de los porcentajes por municipio no suman 100% de la distribución modal debido a que el resto de los modos se agrupan en ""Otros"" de origen.","Medio Ambiente, Movilidad"
Sustentabilidad,Viviendas Deshabitadas,"Viviendas deshabitadas con respecto al total de viviendas totales. Incluido en el subíndice ""Sociedad Preparada, Incluyente y Sana"". Mide el número de viviendas deshabitadas como porcentaje del total de las viviendas. Este indicador busca captar los efectos de malas políticas de vivienda, como la lejanía de los centros de empleo y servicios, así como un deterioro en el tejido social que conduzcan a mayor inseguridad y al deterioro del patrimonio más importante de muchas familias.
Fuente: INEGI (Censo de Población y Vivienda).",Enlace al [Sistema de Información Geográfica](http://201.159.104.45:8080/apps/implan2.html),"Vivienda, Índice de Competitividad Urbana"
Sustentabilidad,Viviendas Ocupadas Temporalmente,"Vivienda particular destinada para vacacionar o vivir algunos días, semanas o meses.",,"Vivienda, Movilidad"
Sustentabilidad,Viviendas que queman o entierran la basura,"Porcentaje de viviendas que, como forma de eliminación de sus residuos, queman o entierran su basura.",Datos tomados del INEGI.,Medio ambiente
